CustomerID,Age,Gender,Tenure_Months,Monthly_Charges,Contract_Type,Internet_Service,Tech_Support,Payment_Method,Churn
14044,36,Male,39,99.02,Two Year,DSL,No,Electronic Check,No
14045,72,Female,64,30.88,Month-to-Month,DSL,No,Bank Transfer,No
14046,40,Female,30,54.12,One Year,DSL,Yes,Electronic Check,No
14047,30,Female,4,105.15,Month-to-Month,DSL,Yes,Mailed Check,No
14048,61,Female,45,80.1,Month-to-Month,DSL,Yes,Electronic Check,Yes
14049,18,Female,6,43.23,Month-to-Month,DSL,No,Credit Card,Yes
14050,68,Male,16,80.85,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
14051,46,Female,22,99.39,Two Year,Fiber Optic,No,Mailed Check,No
14052,41,Female,21,54.43,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
14053,33,Female,65,72.88,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
14054,42,Male,30,118.67,Month-to-Month,DSL,Yes,Electronic Check,Yes
14055,72,Male,24,116.1,Two Year,Fiber Optic,Yes,Mailed Check,No
14056,40,Male,64,65.99,Month-to-Month,No,Yes,Electronic Check,No
14057,45,Female,13,20.58,Month-to-Month,DSL,No,Mailed Check,Yes
14058,64,Male,26,87.08,One Year,DSL,No,Credit Card,No
14059,33,Female,20,39.55,Two Year,Fiber Optic,No,Bank Transfer,No
14060,60,Female,61,83.64,Two Year,Fiber Optic,Yes,Bank Transfer,Yes
14061,73,Male,6,48.69,One Year,No,No,Credit Card,Yes
14062,55,Male,43,89.06,Month-to-Month,DSL,No,Electronic Check,No
14063,28,Male,49,50.41,One Year,DSL,Yes,Mailed Check,No
14064,20,Female,9,113.53,One Year,No,No,Electronic Check,Yes
14065,32,Male,37,25.03,One Year,DSL,Yes,Electronic Check,No
14066,18,Male,16,17.52,Month-to-Month,DSL,Yes,Credit Card,No
14067,24,Male,4,95.93,Month-to-Month,Fiber Optic,No,Credit Card,Yes
14068,18,Male,32,54.15,Month-to-Month,Fiber Optic,No,Credit Card,Yes
14069,66,Male,17,61.21,One Year,Fiber Optic,No,Electronic Check,Yes
14070,49,Female,41,112.72,One Year,Fiber Optic,No,Credit Card,Yes
14071,26,Female,45,74.89,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14072,46,Male,16,82.62,Month-to-Month,DSL,Yes,Electronic Check,No
14073,43,Female,20,12.14,Two Year,No,No,Mailed Check,Yes
14074,40,Female,42,83.76,Month-to-Month,Fiber Optic,No,Credit Card,Yes
14075,62,Female,10,52.72,One Year,Fiber Optic,No,Bank Transfer,No
14076,60,Male,52,60.62,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
14077,46,Female,60,98.89,One Year,Fiber Optic,No,Electronic Check,No
14078,69,Male,48,67.62,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
14079,55,Female,23,118.56,One Year,DSL,No,Mailed Check,Yes
14080,50,Male,33,97.65,One Year,Fiber Optic,Yes,Electronic Check,No
14081,24,Female,25,90.15,Two Year,Fiber Optic,No,Credit Card,Yes
14082,29,Female,50,74.76,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14083,48,Male,70,55.36,One Year,No,No,Mailed Check,No
14084,49,Male,55,15.82,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
14085,71,Female,68,12.03,Two Year,Fiber Optic,No,Mailed Check,Yes
14086,37,Male,4,15.14,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
14087,72,Male,28,115.47,One Year,Fiber Optic,No,Credit Card,Yes
14088,68,Male,29,45.55,Month-to-Month,DSL,Yes,Credit Card,Yes
14089,34,Male,48,87.07,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14090,53,Female,13,75.37,Month-to-Month,DSL,No,Bank Transfer,No
14091,20,Male,43,72.88,Month-to-Month,DSL,No,Credit Card,Yes
14092,18,Female,9,73.72,Month-to-Month,DSL,Yes,Mailed Check,No
14093,67,Female,40,43.25,Month-to-Month,DSL,No,Bank Transfer,Yes
14094,44,Male,46,107.52,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14095,70,Male,58,111.11,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
14096,64,Male,56,80.9,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14097,57,Male,12,105.03,Month-to-Month,No,Yes,Electronic Check,No
14098,50,Female,25,16.6,Two Year,DSL,No,Credit Card,Yes
14099,37,Female,16,21.04,Two Year,DSL,Yes,Bank Transfer,No
14100,31,Male,51,71.5,Month-to-Month,No,No,Mailed Check,Yes
14101,53,Female,53,103.12,One Year,Fiber Optic,Yes,Mailed Check,No
14102,22,Male,52,44.7,One Year,Fiber Optic,No,Credit Card,Yes
14103,40,Female,67,70.29,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14104,62,Female,24,11.1,One Year,DSL,Yes,Bank Transfer,No
14105,73,Female,14,118.53,One Year,Fiber Optic,Yes,Credit Card,Yes
14106,32,Male,22,94.37,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
14107,23,Male,31,49.76,Month-to-Month,DSL,No,Mailed Check,Yes
14108,50,Female,58,118.13,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
14109,72,Male,69,20.17,Month-to-Month,DSL,No,Bank Transfer,Yes
14110,36,Male,19,61.06,One Year,DSL,Yes,Bank Transfer,No
14111,30,Female,53,16.47,One Year,DSL,No,Credit Card,Yes
14112,46,Male,2,46.85,Month-to-Month,DSL,No,Credit Card,No
14113,23,Male,53,34.13,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
14114,32,Female,67,44.82,Month-to-Month,DSL,No,Bank Transfer,No
14115,33,Female,47,114.22,Month-to-Month,No,No,Credit Card,No
14116,41,Female,53,56.99,Month-to-Month,DSL,No,Bank Transfer,No
14117,40,Female,57,45.73,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
14118,65,Male,25,80.48,Month-to-Month,DSL,No,Mailed Check,Yes
14119,27,Male,35,85.17,Month-to-Month,DSL,No,Mailed Check,No
14120,71,Female,29,118.21,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
14121,58,Female,17,70.07,One Year,DSL,No,Mailed Check,No
14122,58,Male,49,92.78,Two Year,Fiber Optic,Yes,Bank Transfer,No
14123,66,Male,56,52.04,Two Year,Fiber Optic,No,Electronic Check,Yes
14124,34,Male,3,28.81,One Year,No,Yes,Mailed Check,No
14125,66,Female,22,57.28,One Year,No,No,Electronic Check,No
14126,73,Female,14,56.07,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
14127,61,Female,3,56.27,Month-to-Month,DSL,No,Credit Card,Yes
14128,62,Female,38,86.5,Month-to-Month,DSL,No,Electronic Check,Yes
14129,47,Male,21,54.65,Month-to-Month,DSL,No,Mailed Check,Yes
14130,61,Female,51,114.96,Month-to-Month,DSL,No,Credit Card,Yes
14131,63,Female,24,118.1,Month-to-Month,No,Yes,Credit Card,No
14132,27,Male,45,67.57,Month-to-Month,DSL,No,Credit Card,No
14133,72,Female,69,71.43,One Year,Fiber Optic,Yes,Credit Card,No
14134,36,Male,44,54.84,Month-to-Month,No,No,Bank Transfer,No
14135,46,Female,47,49.12,Month-to-Month,DSL,Yes,Credit Card,No
14136,19,Male,57,118.39,One Year,Fiber Optic,No,Electronic Check,Yes
14137,53,Male,19,14.47,Month-to-Month,Fiber Optic,No,Bank Transfer,No
14138,36,Male,34,55.11,Month-to-Month,Fiber Optic,No,Credit Card,Yes
14139,24,Female,3,26.65,Month-to-Month,DSL,No,Credit Card,Yes
14140,43,Female,39,89.89,One Year,Fiber Optic,No,Bank Transfer,No
14141,32,Female,60,31.39,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
14142,64,Female,10,107.31,Two Year,Fiber Optic,No,Electronic Check,No
14143,73,Female,40,51.19,Month-to-Month,Fiber Optic,No,Credit Card,Yes
14144,55,Female,2,110.89,Month-to-Month,Fiber Optic,No,Credit Card,Yes
14145,20,Male,45,118.52,Month-to-Month,Fiber Optic,Yes,Electronic Check,No
14146,55,Female,27,94.83,Month-to-Month,No,Yes,Credit Card,No
14147,33,Female,53,78.55,Two Year,DSL,No,Bank Transfer,No
14148,19,Male,9,26.49,Month-to-Month,DSL,No,Electronic Check,Yes
14149,48,Male,1,112.64,Month-to-Month,DSL,No,Electronic Check,No
14150,45,Female,33,95.46,Month-to-Month,DSL,No,Bank Transfer,No
14151,24,Male,38,41.69,Two Year,Fiber Optic,Yes,Credit Card,No
14152,47,Female,57,61.54,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14153,60,Male,33,17.44,One Year,No,Yes,Credit Card,No
14154,24,Female,48,82.49,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14155,53,Male,3,23.78,One Year,DSL,Yes,Credit Card,No
14156,46,Male,32,81.67,Two Year,Fiber Optic,Yes,Credit Card,No
14157,41,Female,21,83.87,Month-to-Month,DSL,Yes,Mailed Check,Yes
14158,69,Female,68,45.71,Two Year,Fiber Optic,No,Mailed Check,No
14159,56,Male,17,114.35,One Year,Fiber Optic,No,Credit Card,Yes
14160,21,Male,42,95.69,Two Year,DSL,No,Electronic Check,No
14161,46,Male,68,64.64,One Year,DSL,Yes,Bank Transfer,No
14162,61,Male,12,111.04,One Year,Fiber Optic,No,Electronic Check,Yes
14163,22,Female,45,104.14,One Year,DSL,Yes,Bank Transfer,No
14164,72,Male,36,86.14,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
14165,46,Male,51,26.83,Month-to-Month,DSL,No,Bank Transfer,Yes
14166,47,Female,7,64.68,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14167,46,Female,33,105.09,Month-to-Month,DSL,No,Bank Transfer,No
14168,43,Female,48,76.98,Two Year,Fiber Optic,No,Credit Card,Yes
14169,36,Female,66,70.01,Month-to-Month,DSL,Yes,Electronic Check,No
14170,43,Female,33,115.07,Month-to-Month,Fiber Optic,No,Credit Card,Yes
14171,54,Female,27,11.82,Month-to-Month,Fiber Optic,No,Electronic Check,No
14172,44,Male,47,11.33,One Year,DSL,No,Bank Transfer,No
14173,47,Male,66,108.21,One Year,No,Yes,Mailed Check,No
14174,68,Male,43,14.24,One Year,DSL,No,Mailed Check,No
14175,70,Female,19,46.58,One Year,DSL,No,Bank Transfer,No
14176,47,Female,68,111.64,Month-to-Month,DSL,No,Bank Transfer,No
14177,20,Male,10,86.03,Two Year,DSL,Yes,Electronic Check,No
14178,60,Male,22,81.3,Month-to-Month,DSL,Yes,Credit Card,No
14179,24,Female,66,82.27,Month-to-Month,DSL,No,Credit Card,Yes
14180,66,Female,2,44.94,One Year,DSL,No,Mailed Check,Yes
14181,74,Male,18,68.36,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
14182,26,Male,19,79.3,One Year,DSL,No,Bank Transfer,Yes
14183,70,Male,30,43.63,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
14184,58,Male,6,97.49,Month-to-Month,DSL,No,Electronic Check,No
14185,59,Male,27,45.39,Month-to-Month,DSL,Yes,Electronic Check,Yes
14186,30,Female,15,17.86,One Year,DSL,Yes,Electronic Check,No
14187,32,Male,31,32.16,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
14188,71,Male,44,54.93,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14189,22,Female,10,109.89,One Year,DSL,No,Credit Card,No
14190,46,Male,21,55.73,One Year,No,No,Mailed Check,Yes
14191,52,Female,47,19.88,Month-to-Month,Fiber Optic,Yes,Credit Card,No
14192,44,Female,55,31.61,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
14193,44,Male,36,69.89,Two Year,DSL,No,Bank Transfer,No
14194,25,Male,58,29.54,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
14195,49,Female,19,17.04,Two Year,Fiber Optic,No,Credit Card,Yes
14196,37,Female,64,88.63,Month-to-Month,DSL,No,Electronic Check,Yes
14197,27,Female,10,96.28,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
14198,30,Male,49,103.57,Month-to-Month,DSL,No,Electronic Check,Yes
14199,46,Male,54,102.83,Month-to-Month,DSL,No,Mailed Check,Yes
14200,52,Male,61,51.72,One Year,Fiber Optic,No,Mailed Check,No
14201,71,Male,59,90.79,One Year,Fiber Optic,No,Mailed Check,Yes
14202,25,Male,2,74.19,Month-to-Month,Fiber Optic,No,Credit Card,Yes
14203,46,Female,8,12.57,Two Year,DSL,Yes,Bank Transfer,No
14204,48,Male,19,54.18,One Year,DSL,No,Mailed Check,No
14205,58,Male,68,15.82,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14206,47,Female,14,19.17,Month-to-Month,DSL,No,Mailed Check,No
14207,39,Male,22,16.16,Month-to-Month,DSL,Yes,Mailed Check,Yes
14208,38,Male,17,115.7,One Year,Fiber Optic,No,Electronic Check,Yes
14209,29,Male,63,102.86,One Year,DSL,Yes,Credit Card,No
14210,28,Female,26,58.3,Month-to-Month,Fiber Optic,No,Credit Card,Yes
14211,19,Female,36,37.28,One Year,Fiber Optic,No,Mailed Check,Yes
14212,67,Male,45,17.97,Two Year,Fiber Optic,No,Mailed Check,No
14213,58,Male,30,57.43,One Year,DSL,No,Electronic Check,No
14214,19,Male,21,76.04,One Year,DSL,Yes,Mailed Check,No
14215,51,Female,20,97.68,Month-to-Month,DSL,No,Bank Transfer,Yes
14216,20,Female,42,15.67,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
14217,33,Male,56,55.97,Two Year,Fiber Optic,Yes,Bank Transfer,Yes
14218,68,Male,12,117.45,One Year,Fiber Optic,No,Electronic Check,Yes
14219,21,Male,8,23.28,One Year,Fiber Optic,No,Mailed Check,No
14220,40,Male,63,54.03,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14221,74,Female,56,40.26,One Year,Fiber Optic,No,Bank Transfer,No
14222,67,Female,7,24.74,One Year,Fiber Optic,No,Electronic Check,No
14223,37,Male,62,102.28,Month-to-Month,No,Yes,Bank Transfer,No
14224,42,Female,61,86.68,One Year,DSL,No,Electronic Check,No
14225,47,Female,10,55.27,Two Year,DSL,No,Credit Card,No
14226,35,Male,50,50.6,Month-to-Month,Fiber Optic,No,Credit Card,Yes
14227,59,Male,20,101.05,Month-to-Month,DSL,Yes,Mailed Check,No
14228,28,Male,28,19.99,Two Year,DSL,No,Electronic Check,No
14229,46,Male,14,26.15,Month-to-Month,DSL,Yes,Bank Transfer,No
14230,34,Female,8,109.72,Two Year,DSL,No,Electronic Check,No
14231,43,Male,7,99.89,Month-to-Month,DSL,No,Bank Transfer,Yes
14232,73,Male,5,95.24,One Year,DSL,No,Bank Transfer,No
14233,74,Male,1,78.64,Two Year,DSL,Yes,Credit Card,No
14234,40,Male,10,42.17,One Year,Fiber Optic,No,Mailed Check,Yes
14235,73,Female,58,112.83,One Year,Fiber Optic,No,Credit Card,Yes
14236,69,Male,65,64.11,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
14237,65,Male,60,40.87,Month-to-Month,Fiber Optic,No,Credit Card,No
14238,37,Female,20,50.21,Two Year,DSL,No,Mailed Check,No
14239,62,Male,58,11.85,One Year,DSL,No,Bank Transfer,No
14240,19,Male,43,38.07,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
14241,41,Male,29,30.68,One Year,DSL,No,Mailed Check,No
14242,48,Female,2,24.91,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
14243,44,Male,26,13.54,Month-to-Month,DSL,No,Bank Transfer,Yes
14244,19,Male,59,34.96,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
14245,74,Male,1,21.39,Month-to-Month,No,No,Credit Card,No
14246,31,Female,31,14.97,Month-to-Month,Fiber Optic,No,Credit Card,No
14247,21,Male,38,25.11,One Year,DSL,No,Bank Transfer,No
14248,66,Male,22,32.26,One Year,Fiber Optic,No,Electronic Check,No
14249,30,Male,66,55.76,Month-to-Month,DSL,Yes,Electronic Check,Yes
14250,53,Female,47,74.21,Month-to-Month,No,Yes,Mailed Check,Yes
14251,52,Female,1,45.45,Month-to-Month,DSL,No,Credit Card,No
14252,61,Male,50,25.54,Month-to-Month,No,Yes,Electronic Check,No
14253,71,Male,36,113.44,Two Year,Fiber Optic,No,Electronic Check,Yes
14254,72,Female,45,66.63,Two Year,DSL,Yes,Bank Transfer,No
14255,25,Male,36,91.61,One Year,Fiber Optic,No,Mailed Check,Yes
14256,19,Female,34,86.39,Month-to-Month,DSL,No,Bank Transfer,No
14257,23,Female,9,41.34,One Year,Fiber Optic,No,Electronic Check,Yes
14258,48,Female,4,71.58,Month-to-Month,Fiber Optic,Yes,Credit Card,No
14259,71,Male,63,76.24,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
14260,27,Female,4,48.7,One Year,DSL,Yes,Mailed Check,No
14261,61,Female,5,83.78,Month-to-Month,No,No,Bank Transfer,Yes
14262,38,Male,10,96.97,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
14263,59,Male,44,50.06,Month-to-Month,DSL,No,Mailed Check,No
14264,27,Male,40,11.64,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
14265,40,Female,36,48.43,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
14266,20,Female,35,22.85,One Year,Fiber Optic,No,Bank Transfer,Yes
14267,49,Male,59,27.12,Month-to-Month,DSL,No,Bank Transfer,No
14268,37,Female,65,50.25,Month-to-Month,DSL,No,Electronic Check,Yes
14269,27,Male,31,32.84,Two Year,DSL,No,Mailed Check,No
14270,46,Male,46,112.84,Two Year,No,No,Credit Card,No
14271,58,Male,49,81.81,One Year,DSL,No,Bank Transfer,Yes
14272,69,Male,6,67.02,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
14273,68,Male,70,11.07,Two Year,DSL,Yes,Credit Card,No
14274,63,Female,19,21.4,One Year,Fiber Optic,No,Mailed Check,No
14275,51,Female,42,96.73,Month-to-Month,DSL,Yes,Bank Transfer,Yes
14276,54,Male,30,52.87,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
14277,37,Female,26,15.0,One Year,Fiber Optic,No,Mailed Check,No
14278,25,Female,3,100.81,One Year,Fiber Optic,No,Bank Transfer,Yes
14279,24,Male,33,43.29,Two Year,Fiber Optic,Yes,Electronic Check,Yes
14280,23,Female,50,52.49,One Year,Fiber Optic,No,Electronic Check,Yes
14281,28,Female,31,117.18,One Year,Fiber Optic,No,Mailed Check,Yes
14282,61,Male,68,11.71,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
14283,35,Female,10,89.35,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14284,68,Female,22,114.38,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
14285,59,Female,63,17.02,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
14286,74,Female,54,105.27,One Year,No,Yes,Credit Card,No
14287,46,Female,51,55.79,Month-to-Month,DSL,No,Electronic Check,Yes
14288,42,Male,4,106.58,One Year,Fiber Optic,No,Mailed Check,Yes
14289,38,Male,37,43.91,One Year,DSL,No,Mailed Check,No
14290,63,Male,71,118.09,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
14291,20,Male,63,81.18,Month-to-Month,DSL,Yes,Mailed Check,Yes
14292,35,Male,51,78.98,Month-to-Month,DSL,Yes,Mailed Check,No
14293,41,Female,8,98.65,Month-to-Month,No,No,Electronic Check,Yes
14294,64,Female,1,58.02,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
14295,55,Male,8,38.45,Month-to-Month,DSL,Yes,Mailed Check,Yes
14296,27,Male,55,38.92,Two Year,Fiber Optic,Yes,Electronic Check,No
14297,44,Male,9,46.37,Month-to-Month,DSL,No,Bank Transfer,Yes
14298,29,Female,51,77.91,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
14299,24,Female,16,102.22,Two Year,Fiber Optic,No,Electronic Check,Yes
14300,34,Female,53,64.95,Month-to-Month,DSL,No,Credit Card,Yes
14301,18,Female,59,54.38,Month-to-Month,No,Yes,Electronic Check,No
14302,67,Female,45,97.32,One Year,Fiber Optic,No,Bank Transfer,No
14303,43,Female,37,41.86,Month-to-Month,DSL,Yes,Mailed Check,Yes
14304,32,Male,66,85.79,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
14305,68,Female,64,21.64,One Year,DSL,No,Credit Card,No
14306,50,Male,36,22.46,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
14307,54,Male,50,80.85,Two Year,Fiber Optic,No,Bank Transfer,Yes
14308,64,Female,53,19.1,Month-to-Month,DSL,No,Credit Card,No
14309,48,Female,57,27.06,One Year,DSL,No,Mailed Check,No
14310,52,Female,19,78.68,Two Year,Fiber Optic,No,Mailed Check,No
14311,18,Female,26,58.2,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
14312,25,Female,68,71.74,One Year,DSL,Yes,Mailed Check,No
14313,29,Female,43,117.46,Two Year,DSL,No,Bank Transfer,No
14314,71,Female,58,79.52,Two Year,DSL,No,Electronic Check,No
14315,74,Female,59,74.99,One Year,DSL,No,Electronic Check,No
14316,36,Male,46,51.82,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14317,42,Male,68,79.4,Month-to-Month,DSL,No,Mailed Check,No
14318,74,Female,40,11.43,Month-to-Month,DSL,No,Credit Card,Yes
14319,49,Male,13,71.31,One Year,Fiber Optic,Yes,Bank Transfer,Yes
14320,29,Female,9,17.58,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14321,30,Male,66,34.22,Two Year,Fiber Optic,No,Mailed Check,No
14322,45,Male,53,71.94,Month-to-Month,Fiber Optic,No,Credit Card,Yes
14323,18,Female,4,83.47,Month-to-Month,DSL,Yes,Electronic Check,Yes
14324,68,Female,14,52.33,Month-to-Month,DSL,Yes,Mailed Check,No
14325,23,Female,8,56.09,Month-to-Month,DSL,Yes,Bank Transfer,No
14326,25,Male,62,64.78,Month-to-Month,DSL,No,Mailed Check,Yes
14327,21,Male,45,93.5,Month-to-Month,DSL,No,Electronic Check,Yes
14328,22,Female,67,11.94,Month-to-Month,Fiber Optic,No,Mailed Check,No
14329,42,Male,62,59.18,Month-to-Month,DSL,No,Bank Transfer,Yes
14330,39,Female,70,11.57,Month-to-Month,DSL,No,Electronic Check,Yes
14331,45,Male,36,45.11,Month-to-Month,Fiber Optic,Yes,Electronic Check,No
14332,56,Female,1,67.18,One Year,Fiber Optic,No,Credit Card,Yes
14333,40,Male,60,18.79,Month-to-Month,DSL,Yes,Mailed Check,Yes
14334,21,Female,13,63.37,Month-to-Month,DSL,No,Bank Transfer,No
14335,69,Female,12,111.7,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
14336,21,Female,17,85.39,Month-to-Month,DSL,No,Bank Transfer,Yes
14337,64,Male,47,96.05,Month-to-Month,DSL,Yes,Mailed Check,Yes
14338,38,Female,53,73.85,One Year,DSL,No,Mailed Check,No
14339,54,Male,67,108.6,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
14340,73,Female,10,26.16,Month-to-Month,DSL,Yes,Bank Transfer,No
14341,58,Female,46,59.48,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
14342,19,Female,4,75.67,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
14343,24,Male,57,106.08,Month-to-Month,Fiber Optic,No,Credit Card,Yes
14344,66,Male,38,43.88,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
14345,33,Male,12,10.12,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
14346,34,Female,31,117.19,Month-to-Month,DSL,No,Credit Card,Yes
14347,37,Male,2,12.86,Month-to-Month,DSL,No,Bank Transfer,Yes
14348,40,Female,1,26.76,One Year,DSL,No,Mailed Check,Yes
14349,51,Female,25,56.43,Two Year,DSL,No,Bank Transfer,No
14350,28,Female,5,64.6,Month-to-Month,Fiber Optic,No,Credit Card,Yes
14351,51,Female,48,101.79,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
14352,50,Female,14,59.26,Month-to-Month,DSL,No,Mailed Check,No
14353,43,Male,52,70.22,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
14354,19,Male,21,32.0,One Year,DSL,No,Bank Transfer,No
14355,40,Female,25,72.61,Month-to-Month,DSL,No,Credit Card,No
14356,58,Female,67,48.32,One Year,No,No,Mailed Check,Yes
14357,39,Male,50,20.86,Month-to-Month,DSL,No,Credit Card,Yes
14358,51,Female,33,114.11,Month-to-Month,DSL,No,Mailed Check,No
14359,32,Female,17,18.99,One Year,DSL,No,Mailed Check,No
14360,27,Female,70,84.57,Month-to-Month,No,No,Mailed Check,Yes
14361,32,Female,34,109.9,Month-to-Month,DSL,Yes,Electronic Check,No
14362,59,Male,26,29.71,Two Year,Fiber Optic,No,Electronic Check,No
14363,46,Female,42,36.08,One Year,Fiber Optic,Yes,Bank Transfer,No
14364,74,Male,31,56.94,One Year,No,No,Electronic Check,No
14365,40,Male,51,42.4,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
14366,34,Male,36,93.49,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
14367,26,Male,13,47.2,Month-to-Month,Fiber Optic,No,Credit Card,Yes
14368,67,Female,13,118.44,One Year,DSL,Yes,Electronic Check,No
14369,53,Female,32,104.47,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14370,26,Female,5,108.49,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
14371,33,Male,12,17.0,One Year,Fiber Optic,No,Bank Transfer,No
14372,53,Male,59,29.39,One Year,DSL,No,Bank Transfer,No
14373,65,Male,41,28.63,Two Year,Fiber Optic,Yes,Credit Card,No
14374,68,Female,37,83.92,Month-to-Month,Fiber Optic,No,Credit Card,Yes
14375,50,Female,68,11.31,Month-to-Month,DSL,No,Bank Transfer,Yes
14376,72,Female,48,98.71,Two Year,Fiber Optic,No,Bank Transfer,Yes
14377,48,Male,43,70.18,One Year,DSL,No,Mailed Check,No
14378,23,Male,41,72.29,Month-to-Month,No,Yes,Bank Transfer,No
14379,27,Female,56,69.11,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
14380,33,Male,69,68.89,Month-to-Month,DSL,No,Bank Transfer,No
14381,21,Male,11,31.77,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
14382,71,Female,9,41.15,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
14383,39,Male,28,63.64,Month-to-Month,Fiber Optic,No,Bank Transfer,No
14384,30,Male,22,84.56,Month-to-Month,DSL,Yes,Bank Transfer,Yes
14385,33,Female,6,39.91,Month-to-Month,DSL,Yes,Mailed Check,Yes
14386,69,Male,26,98.67,Month-to-Month,DSL,No,Credit Card,Yes
14387,46,Male,16,99.17,Month-to-Month,DSL,Yes,Bank Transfer,No
14388,23,Male,14,40.13,One Year,Fiber Optic,Yes,Mailed Check,No
14389,43,Male,35,71.61,Month-to-Month,DSL,Yes,Credit Card,No
14390,28,Female,42,48.38,Two Year,DSL,No,Mailed Check,No
14391,41,Female,53,30.98,One Year,Fiber Optic,Yes,Mailed Check,No
14392,46,Male,22,98.66,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14393,20,Female,53,119.06,Month-to-Month,DSL,No,Mailed Check,Yes
14394,69,Female,66,72.23,Month-to-Month,No,No,Credit Card,No
14395,27,Female,13,110.53,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14396,18,Male,11,80.64,Month-to-Month,DSL,Yes,Bank Transfer,Yes
14397,69,Male,12,72.23,Month-to-Month,Fiber Optic,No,Credit Card,Yes
14398,60,Female,53,62.82,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
14399,43,Female,9,35.93,One Year,DSL,No,Credit Card,No
14400,29,Female,71,19.27,Month-to-Month,DSL,No,Electronic Check,No
