Age,Gender,Tenure_Months,Monthly_Charges,Contract_Type,Internet_Service,Tech_Support,Payment_Method,Churn
57,Male,34,70.22,One Year,DSL,Yes,Electronic Check,No
41,Female,58,107.42,One Year,Fiber Optic,No,Credit Card,No
70,Female,17,116.1,One Year,DSL,No,Bank Transfer,Yes
25,Female,47,39.25,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
41,Female,67,55.79,Two Year,DSL,No,Mailed Check,No
27,Male,2,62.79,Month-to-Month,DSL,Yes,Mailed Check,No
66,Male,68,34.35,Month-to-Month,DSL,No,Mailed Check,Yes
65,Male,12,81.33,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
57,Female,37,10.27,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
54,Female,12,100.47,One Year,DSL,Yes,Mailed Check,No
53,Male,22,30.53,One Year,Fiber Optic,No,Mailed Check,No
56,Female,31,103.83,Two Year,DSL,No,Bank Transfer,No
39,Female,24,86.05,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
26,Female,5,108.49,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
49,Male,43,111.08,Two Year,DSL,Yes,Mailed Check,No
25,Male,50,111.65,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
50,Female,69,105.36,One Year,Fiber Optic,No,Bank Transfer,No
59,Female,62,104.7,Month-to-Month,Fiber Optic,No,Credit Card,Yes
46,Male,13,23.72,One Year,Fiber Optic,No,Electronic Check,Yes
71,Female,34,37.77,One Year,No,Yes,Mailed Check,No
51,Female,30,32.44,Month-to-Month,DSL,No,Mailed Check,No
41,Male,2,117.72,Month-to-Month,DSL,No,Electronic Check,No
27,Female,3,22.28,One Year,Fiber Optic,No,Electronic Check,Yes
61,Female,9,66.9,One Year,Fiber Optic,No,Mailed Check,Yes
70,Female,51,74.38,Month-to-Month,No,No,Electronic Check,Yes
29,Male,27,38.4,One Year,Fiber Optic,Yes,Credit Card,No
51,Male,30,80.58,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
47,Female,61,61.3,Month-to-Month,Fiber Optic,No,Credit Card,Yes
56,Female,56,30.22,Two Year,Fiber Optic,Yes,Bank Transfer,Yes
28,Female,36,44.2,One Year,Fiber Optic,No,Mailed Check,No
37,Male,14,21.63,One Year,DSL,No,Mailed Check,No
44,Female,59,37.0,Month-to-Month,Fiber Optic,No,Credit Card,Yes
50,Female,11,31.19,One Year,Fiber Optic,Yes,Bank Transfer,No
36,Female,61,21.08,Month-to-Month,Fiber Optic,Yes,Credit Card,No
50,Male,26,28.57,One Year,Fiber Optic,No,Electronic Check,Yes
19,Male,16,39.31,Month-to-Month,DSL,No,Electronic Check,No
63,Male,10,52.45,Month-to-Month,Fiber Optic,No,Credit Card,Yes
56,Female,57,50.53,Two Year,Fiber Optic,No,Electronic Check,No
32,Male,66,111.92,One Year,Fiber Optic,No,Electronic Check,Yes
47,Male,42,36.48,Month-to-Month,DSL,No,Credit Card,Yes
23,Male,58,83.0,One Year,Fiber Optic,No,Credit Card,Yes
21,Male,25,39.71,Month-to-Month,No,No,Bank Transfer,No
28,Male,10,89.22,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
26,Female,66,59.82,Month-to-Month,No,Yes,Credit Card,No
37,Male,49,67.18,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
45,Male,30,54.1,Month-to-Month,DSL,No,Electronic Check,Yes
21,Male,18,76.07,Month-to-Month,Fiber Optic,No,Credit Card,Yes
49,Female,34,83.5,One Year,No,Yes,Credit Card,No
46,Male,3,90.51,One Year,Fiber Optic,No,Bank Transfer,Yes
74,Male,13,52.09,Month-to-Month,DSL,No,Bank Transfer,Yes
36,Female,33,21.56,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
35,Male,54,26.84,Two Year,DSL,No,Bank Transfer,Yes
45,Male,69,83.26,One Year,DSL,No,Electronic Check,No
47,Male,25,108.54,Month-to-Month,DSL,No,Bank Transfer,No
46,Female,10,60.72,Month-to-Month,No,No,Bank Transfer,No
37,Male,54,104.71,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
21,Female,13,57.13,Month-to-Month,DSL,No,Bank Transfer,Yes
68,Female,48,71.77,Month-to-Month,Fiber Optic,No,Mailed Check,No
67,Female,68,76.43,Month-to-Month,DSL,No,Electronic Check,Yes
38,Male,64,24.59,Month-to-Month,DSL,Yes,Credit Card,No
28,Male,28,75.54,Month-to-Month,DSL,No,Credit Card,Yes
29,Female,48,61.37,One Year,DSL,Yes,Mailed Check,No
24,Female,66,82.27,Month-to-Month,DSL,No,Credit Card,Yes
44,Female,59,115.01,One Year,Fiber Optic,No,Electronic Check,No
34,Female,3,85.77,Month-to-Month,DSL,No,Electronic Check,Yes
31,Male,3,63.65,Month-to-Month,DSL,No,Bank Transfer,Yes
71,Male,25,113.27,Month-to-Month,Fiber Optic,Yes,Credit Card,Yes
57,Female,37,86.79,Two Year,DSL,No,Mailed Check,Yes
41,Female,3,42.18,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
32,Male,39,106.22,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
32,Male,49,111.57,One Year,Fiber Optic,No,Electronic Check,Yes
60,Female,6,17.95,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
66,Female,22,57.28,One Year,No,No,Electronic Check,No
54,Female,70,21.87,Two Year,Fiber Optic,No,Mailed Check,Yes
40,Female,59,60.82,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
63,Male,23,77.9,Month-to-Month,Fiber Optic,No,Electronic Check,No
71,Male,31,99.26,Two Year,Fiber Optic,No,Credit Card,Yes
70,Male,55,63.86,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
38,Male,1,26.14,Month-to-Month,DSL,No,Mailed Check,No
62,Female,3,10.87,One Year,Fiber Optic,No,Credit Card,Yes
55,Male,8,52.53,Month-to-Month,No,Yes,Bank Transfer,No
22,Female,45,37.74,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
34,Female,65,71.36,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
48,Male,11,94.01,Month-to-Month,DSL,No,Electronic Check,No
70,Female,58,87.99,Month-to-Month,DSL,Yes,Credit Card,No
41,Female,22,55.14,Month-to-Month,DSL,No,Mailed Check,Yes
66,Male,41,43.11,Two Year,Fiber Optic,No,Credit Card,No
53,Male,4,96.62,Month-to-Month,DSL,Yes,Credit Card,Yes
49,Female,58,102.28,Month-to-Month,DSL,Yes,Mailed Check,Yes
44,Male,64,42.12,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
36,Female,47,42.65,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
48,Male,10,88.0,Month-to-Month,Fiber Optic,No,Credit Card,Yes
40,Male,3,67.0,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
54,Male,16,57.45,Month-to-Month,DSL,No,Credit Card,Yes
22,Male,14,24.82,Two Year,Fiber Optic,No,Bank Transfer,Yes
27,Female,70,113.09,One Year,Fiber Optic,No,Credit Card,No
32,Male,20,100.03,One Year,DSL,No,Credit Card,No
71,Male,40,107.58,Month-to-Month,DSL,Yes,Electronic Check,No
50,Male,52,60.02,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
28,Male,29,92.32,One Year,Fiber Optic,No,Electronic Check,No
22,Male,11,51.81,Month-to-Month,DSL,Yes,Credit Card,No
52,Female,62,29.71,Month-to-Month,Fiber Optic,No,Credit Card,Yes
48,Female,61,110.21,Month-to-Month,DSL,No,Electronic Check,Yes
68,Male,33,88.47,Month-to-Month,Fiber Optic,Yes,Mailed Check,No
43,Female,56,97.15,Month-to-Month,DSL,No,Credit Card,Yes
66,Female,20,60.69,Month-to-Month,No,No,Bank Transfer,Yes
73,Male,50,28.4,Two Year,DSL,No,Electronic Check,No
43,Male,35,71.61,Month-to-Month,DSL,Yes,Credit Card,No
38,Male,10,31.11,One Year,Fiber Optic,Yes,Mailed Check,No
37,Female,55,62.44,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
51,Female,9,48.04,One Year,DSL,Yes,Credit Card,No
49,Female,3,56.04,Month-to-Month,DSL,Yes,Bank Transfer,Yes
64,Male,39,33.21,Two Year,Fiber Optic,No,Credit Card,No
48,Male,39,77.82,Month-to-Month,Fiber Optic,No,Credit Card,Yes
41,Male,66,17.39,One Year,Fiber Optic,No,Credit Card,No
61,Female,18,11.93,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
67,Male,51,45.39,Month-to-Month,No,Yes,Bank Transfer,Yes
68,Female,29,17.3,Month-to-Month,DSL,No,Credit Card,Yes
64,Male,42,89.62,Month-to-Month,DSL,Yes,Credit Card,Yes
67,Male,52,45.57,One Year,DSL,No,Bank Transfer,No
54,Male,14,30.04,Month-to-Month,DSL,Yes,Mailed Check,No
50,Female,41,41.91,Two Year,Fiber Optic,Yes,Bank Transfer,No
42,Male,41,79.79,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
29,Female,40,52.51,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
64,Female,62,74.22,Month-to-Month,DSL,No,Electronic Check,Yes
46,Female,58,102.66,Two Year,DSL,No,Credit Card,No
58,Male,46,89.86,One Year,DSL,No,Credit Card,No
73,Male,56,22.87,One Year,DSL,Yes,Electronic Check,No
26,Female,20,12.49,Month-to-Month,DSL,No,Electronic Check,No
43,Female,55,103.5,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
66,Female,39,47.52,Two Year,Fiber Optic,No,Credit Card,Yes
51,Female,56,30.17,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
71,Male,41,59.32,Two Year,Fiber Optic,Yes,Credit Card,No
28,Male,44,22.2,Month-to-Month,Fiber Optic,No,Credit Card,Yes
59,Female,54,87.58,Month-to-Month,DSL,No,Mailed Check,Yes
59,Female,28,68.56,Month-to-Month,DSL,Yes,Credit Card,No
45,Female,21,53.37,Month-to-Month,No,Yes,Credit Card,Yes
61,Male,63,107.36,Two Year,Fiber Optic,No,Bank Transfer,Yes
71,Male,9,75.44,Month-to-Month,DSL,Yes,Mailed Check,No
74,Male,54,104.37,Two Year,Fiber Optic,Yes,Mailed Check,Yes
53,Female,64,98.66,Two Year,DSL,No,Credit Card,No
54,Male,24,118.08,Two Year,Fiber Optic,Yes,Bank Transfer,No
64,Male,6,59.38,Month-to-Month,DSL,No,Bank Transfer,No
19,Male,17,36.02,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
49,Male,6,60.24,Month-to-Month,DSL,No,Credit Card,No
53,Female,26,58.13,Month-to-Month,DSL,Yes,Bank Transfer,No
29,Male,31,33.77,Month-to-Month,DSL,No,Mailed Check,Yes
71,Female,9,84.48,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
72,Female,56,87.54,Month-to-Month,DSL,Yes,Mailed Check,Yes
46,Female,42,78.83,Month-to-Month,Fiber Optic,No,Credit Card,No
56,Male,60,26.91,One Year,DSL,No,Bank Transfer,No
33,Female,44,89.24,One Year,DSL,Yes,Credit Card,No
46,Male,6,90.55,Month-to-Month,DSL,No,Bank Transfer,Yes
34,Female,22,11.3,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
32,Male,24,111.35,One Year,DSL,Yes,Mailed Check,No
19,Male,28,17.35,One Year,No,No,Credit Card,Yes
52,Female,59,72.34,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
34,Male,63,20.46,Month-to-Month,DSL,No,Mailed Check,Yes
21,Male,37,91.26,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
29,Female,38,113.03,Month-to-Month,DSL,No,Electronic Check,Yes
28,Female,44,39.56,Month-to-Month,DSL,No,Electronic Check,Yes
65,Male,47,27.32,Two Year,DSL,Yes,Credit Card,No
20,Male,43,65.66,Month-to-Month,DSL,Yes,Credit Card,No
74,Female,42,67.4,Month-to-Month,DSL,No,Mailed Check,Yes
45,Female,9,105.87,One Year,DSL,Yes,Mailed Check,No
48,Male,4,48.79,Month-to-Month,Fiber Optic,No,Credit Card,Yes
37,Female,3,12.26,Two Year,DSL,Yes,Bank Transfer,No
64,Female,11,78.74,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
60,Female,50,74.11,Month-to-Month,No,No,Bank Transfer,No
42,Male,31,78.47,Month-to-Month,Fiber Optic,No,Credit Card,Yes
66,Male,25,75.47,Two Year,Fiber Optic,No,Credit Card,No
55,Female,23,75.16,One Year,Fiber Optic,No,Electronic Check,Yes
62,Male,69,81.67,One Year,Fiber Optic,Yes,Credit Card,No
29,Female,64,41.67,Month-to-Month,DSL,Yes,Electronic Check,Yes
30,Female,42,111.67,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
73,Male,62,13.03,One Year,Fiber Optic,No,Bank Transfer,No
59,Female,44,54.66,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
29,Female,41,62.03,Month-to-Month,No,No,Credit Card,Yes
58,Male,65,98.36,Month-to-Month,DSL,No,Credit Card,Yes
71,Female,35,92.75,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
34,Female,45,97.55,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
56,Male,57,108.31,Two Year,Fiber Optic,No,Electronic Check,Yes
35,Female,71,73.46,One Year,No,No,Bank Transfer,No
41,Male,39,107.24,One Year,Fiber Optic,No,Electronic Check,No
71,Male,17,21.5,Two Year,No,No,Mailed Check,No
74,Male,16,88.81,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
21,Female,70,100.61,Month-to-Month,DSL,No,Electronic Check,Yes
40,Female,42,73.65,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
53,Female,38,46.29,Month-to-Month,DSL,No,Electronic Check,Yes
30,Female,68,39.95,Month-to-Month,DSL,Yes,Electronic Check,No
50,Female,54,57.9,Two Year,DSL,No,Electronic Check,No
57,Male,56,48.88,Month-to-Month,DSL,No,Credit Card,Yes
61,Female,22,99.03,Month-to-Month,No,Yes,Mailed Check,No
62,Male,3,90.34,Two Year,DSL,No,Electronic Check,No
36,Male,27,41.02,One Year,No,No,Electronic Check,No
61,Female,3,113.79,Two Year,Fiber Optic,No,Credit Card,No
52,Female,10,98.24,Month-to-Month,DSL,No,Electronic Check,Yes
21,Female,40,117.07,One Year,DSL,Yes,Bank Transfer,Yes
19,Male,24,64.33,Month-to-Month,Fiber Optic,No,Credit Card,Yes
56,Female,52,74.92,Month-to-Month,No,No,Bank Transfer,Yes
38,Female,39,11.35,One Year,DSL,Yes,Mailed Check,No
28,Male,25,57.83,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
58,Male,3,15.05,Month-to-Month,DSL,No,Bank Transfer,No
35,Female,39,60.07,Two Year,Fiber Optic,No,Mailed Check,Yes
49,Male,68,48.06,Month-to-Month,DSL,No,Bank Transfer,Yes
24,Female,31,50.53,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
34,Female,22,36.13,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
59,Male,44,13.16,One Year,DSL,Yes,Credit Card,No
18,Female,38,78.58,Month-to-Month,DSL,No,Credit Card,Yes
40,Female,66,118.62,Month-to-Month,DSL,No,Credit Card,Yes
35,Female,5,111.67,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
59,Male,60,63.03,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
34,Male,42,103.11,Two Year,Fiber Optic,No,Credit Card,Yes
29,Male,68,58.92,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
69,Male,69,97.77,Two Year,Fiber Optic,No,Electronic Check,No
22,Male,13,94.34,One Year,Fiber Optic,No,Mailed Check,Yes
28,Female,33,116.17,Two Year,Fiber Optic,Yes,Electronic Check,No
33,Female,12,13.81,Month-to-Month,DSL,No,Credit Card,No
64,Female,32,32.61,Month-to-Month,DSL,Yes,Mailed Check,No
47,Female,16,112.68,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
43,Male,32,110.37,Month-to-Month,Fiber Optic,Yes,Electronic Check,Yes
42,Female,43,76.75,One Year,DSL,No,Bank Transfer,Yes
21,Female,34,119.08,Two Year,DSL,No,Mailed Check,No
48,Female,22,106.16,Two Year,DSL,No,Mailed Check,No
33,Female,35,31.49,Month-to-Month,No,No,Mailed Check,No
48,Female,17,42.97,One Year,DSL,Yes,Mailed Check,No
44,Female,50,48.34,Month-to-Month,DSL,No,Credit Card,Yes
38,Male,65,98.38,Month-to-Month,DSL,No,Mailed Check,No
71,Male,63,20.13,Month-to-Month,DSL,No,Bank Transfer,Yes
51,Male,42,102.64,Month-to-Month,Fiber Optic,No,Credit Card,Yes
49,Female,47,95.16,Month-to-Month,DSL,No,Bank Transfer,Yes
34,Female,7,21.68,Month-to-Month,DSL,Yes,Electronic Check,No
55,Female,49,70.44,Month-to-Month,DSL,No,Electronic Check,Yes
29,Male,64,82.07,Month-to-Month,DSL,No,Mailed Check,No
44,Female,67,19.99,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
43,Male,46,72.64,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
26,Female,69,45.86,Two Year,Fiber Optic,No,Mailed Check,Yes
33,Male,27,48.05,Month-to-Month,DSL,No,Bank Transfer,No
70,Female,58,16.35,Two Year,DSL,No,Electronic Check,No
72,Male,23,85.17,Two Year,DSL,No,Electronic Check,Yes
60,Female,58,87.53,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
56,Female,8,90.64,Month-to-Month,DSL,No,Mailed Check,Yes
53,Female,43,70.24,Month-to-Month,Fiber Optic,No,Credit Card,Yes
68,Female,35,10.76,Two Year,DSL,Yes,Bank Transfer,No
68,Male,1,72.2,One Year,Fiber Optic,No,Bank Transfer,No
45,Male,17,42.88,Month-to-Month,DSL,Yes,Mailed Check,No
33,Male,16,86.54,Month-to-Month,Fiber Optic,No,Credit Card,Yes
63,Female,5,88.51,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
35,Female,52,93.54,Month-to-Month,DSL,No,Electronic Check,Yes
38,Female,40,96.71,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
66,Female,64,39.11,Two Year,Fiber Optic,Yes,Credit Card,No
61,Male,70,21.88,One Year,Fiber Optic,No,Bank Transfer,No
20,Male,47,118.54,Month-to-Month,DSL,No,Bank Transfer,Yes
61,Male,7,29.82,One Year,Fiber Optic,No,Bank Transfer,No
22,Female,57,33.53,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
46,Female,44,14.52,One Year,Fiber Optic,Yes,Mailed Check,Yes
33,Female,11,37.8,Month-to-Month,Fiber Optic,No,Credit Card,No
56,Male,28,67.75,One Year,DSL,No,Mailed Check,No
58,Male,43,20.89,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
50,Male,61,71.63,Month-to-Month,No,No,Mailed Check,Yes
54,Female,70,28.32,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
68,Male,23,62.42,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
65,Male,7,90.26,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
49,Male,46,80.65,One Year,Fiber Optic,Yes,Credit Card,Yes
35,Female,7,40.32,Month-to-Month,DSL,No,Electronic Check,No
30,Female,45,72.62,Month-to-Month,No,No,Mailed Check,No
23,Male,39,107.46,One Year,Fiber Optic,No,Mailed Check,No
53,Male,53,57.02,Month-to-Month,Fiber Optic,No,Credit Card,Yes
35,Female,65,72.32,Month-to-Month,No,No,Credit Card,Yes
73,Female,28,113.54,Two Year,DSL,Yes,Electronic Check,Yes
60,Male,16,59.56,Two Year,DSL,No,Bank Transfer,No
41,Male,35,82.61,Month-to-Month,No,No,Credit Card,Yes
28,Male,71,14.24,Two Year,Fiber Optic,Yes,Bank Transfer,No
33,Female,3,43.41,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
20,Male,71,31.07,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
22,Male,30,79.63,Month-to-Month,DSL,No,Credit Card,Yes
70,Male,2,26.4,Two Year,Fiber Optic,Yes,Bank Transfer,Yes
36,Female,54,94.53,One Year,No,No,Mailed Check,Yes
48,Female,20,80.88,Month-to-Month,DSL,Yes,Credit Card,Yes
43,Female,24,29.55,Two Year,Fiber Optic,No,Credit Card,No
74,Female,57,97.59,Two Year,DSL,No,Mailed Check,Yes
63,Male,71,120.0,Month-to-Month,DSL,Yes,Mailed Check,No
59,Female,37,46.71,One Year,Fiber Optic,No,Credit Card,Yes
72,Male,39,52.02,Two Year,DSL,No,Electronic Check,No
47,Female,7,115.78,Month-to-Month,Fiber Optic,No,Credit Card,Yes
61,Female,55,101.27,Month-to-Month,DSL,No,Credit Card,No
73,Male,53,37.39,Month-to-Month,DSL,No,Bank Transfer,Yes
27,Female,68,63.18,Two Year,Fiber Optic,Yes,Electronic Check,No
65,Male,5,94.72,Month-to-Month,Fiber Optic,No,Credit Card,Yes
54,Male,70,59.16,Month-to-Month,DSL,Yes,Electronic Check,Yes
48,Male,30,38.88,One Year,No,Yes,Bank Transfer,No
19,Female,54,59.52,Month-to-Month,No,No,Mailed Check,Yes
26,Male,6,89.23,One Year,Fiber Optic,Yes,Credit Card,No
73,Male,51,103.22,One Year,Fiber Optic,No,Bank Transfer,No
53,Male,68,60.18,Month-to-Month,DSL,Yes,Bank Transfer,No
23,Female,11,35.62,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
21,Male,19,74.57,One Year,Fiber Optic,No,Mailed Check,No
59,Female,9,99.46,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
45,Male,13,10.65,Month-to-Month,DSL,No,Mailed Check,No
20,Female,24,57.36,One Year,Fiber Optic,Yes,Electronic Check,No
33,Male,1,28.82,One Year,DSL,No,Credit Card,Yes
67,Male,43,69.82,Two Year,DSL,No,Bank Transfer,Yes
64,Male,67,14.74,One Year,DSL,Yes,Mailed Check,No
21,Female,30,113.01,Month-to-Month,DSL,No,Electronic Check,Yes
36,Male,23,15.59,Two Year,Fiber Optic,Yes,Electronic Check,Yes
26,Male,15,17.03,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
64,Female,1,42.58,Month-to-Month,Fiber Optic,Yes,Bank Transfer,No
25,Female,56,110.13,Month-to-Month,DSL,Yes,Electronic Check,Yes
44,Female,55,31.61,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
33,Female,25,30.99,Two Year,Fiber Optic,No,Credit Card,No
60,Female,53,62.82,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
63,Male,28,87.15,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
26,Female,49,85.21,Month-to-Month,No,No,Electronic Check,Yes
49,Female,45,27.7,Two Year,Fiber Optic,Yes,Bank Transfer,No
66,Female,35,38.79,Month-to-Month,No,Yes,Electronic Check,Yes
22,Male,32,59.36,Month-to-Month,Fiber Optic,No,Credit Card,Yes
18,Female,56,56.46,Month-to-Month,DSL,No,Electronic Check,Yes
48,Female,58,82.19,Two Year,No,Yes,Mailed Check,No
59,Male,47,94.35,Month-to-Month,Fiber Optic,No,Mailed Check,Yes
22,Male,27,13.17,One Year,No,No,Bank Transfer,No
39,Male,55,50.17,Month-to-Month,No,Yes,Credit Card,No
38,Male,52,49.13,Month-to-Month,DSL,No,Electronic Check,Yes
28,Male,70,117.59,Month-to-Month,Fiber Optic,No,Credit Card,Yes
74,Male,6,22.03,One Year,DSL,No,Credit Card,No
29,Male,21,79.79,Two Year,DSL,No,Electronic Check,No
38,Male,31,66.41,Month-to-Month,DSL,No,Bank Transfer,Yes
37,Female,27,15.96,One Year,No,No,Bank Transfer,No
38,Female,45,69.8,One Year,No,No,Bank Transfer,Yes
20,Female,22,91.31,Two Year,Fiber Optic,No,Credit Card,Yes
69,Female,15,72.23,One Year,DSL,No,Mailed Check,No
50,Male,11,72.14,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
42,Male,43,66.85,One Year,Fiber Optic,Yes,Mailed Check,Yes
40,Male,17,109.12,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
43,Female,39,22.62,One Year,Fiber Optic,Yes,Mailed Check,No
47,Male,10,107.08,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
23,Female,69,59.32,Month-to-Month,DSL,No,Bank Transfer,No
71,Female,38,101.59,One Year,Fiber Optic,No,Mailed Check,Yes
25,Female,25,40.33,Month-to-Month,DSL,No,Credit Card,No
35,Male,51,105.7,Month-to-Month,DSL,No,Credit Card,Yes
68,Female,51,89.89,Two Year,DSL,No,Bank Transfer,No
19,Female,50,18.66,Two Year,DSL,No,Bank Transfer,No
46,Male,44,63.05,Month-to-Month,DSL,No,Credit Card,Yes
18,Male,17,51.99,One Year,DSL,Yes,Bank Transfer,No
65,Female,49,35.31,Month-to-Month,DSL,Yes,Electronic Check,Yes
69,Female,56,57.64,Month-to-Month,DSL,No,Bank Transfer,No
45,Male,58,22.51,Month-to-Month,DSL,No,Credit Card,Yes
39,Female,61,33.62,One Year,Fiber Optic,No,Mailed Check,Yes
43,Female,69,103.69,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
51,Male,18,21.36,Two Year,Fiber Optic,Yes,Credit Card,No
27,Female,55,109.01,Month-to-Month,No,No,Credit Card,Yes
46,Female,24,76.22,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
27,Female,71,17.2,Month-to-Month,Fiber Optic,No,Credit Card,Yes
37,Male,4,31.53,Month-to-Month,No,No,Bank Transfer,Yes
18,Male,9,23.82,Month-to-Month,DSL,No,Bank Transfer,No
69,Female,21,112.44,One Year,DSL,No,Electronic Check,No
41,Male,37,110.94,Month-to-Month,DSL,No,Credit Card,Yes
35,Male,7,96.12,Month-to-Month,DSL,No,Bank Transfer,Yes
64,Female,68,107.26,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
43,Male,38,72.76,Month-to-Month,DSL,No,Electronic Check,No
39,Female,26,68.8,Month-to-Month,Fiber Optic,Yes,Mailed Check,Yes
45,Male,30,70.2,One Year,Fiber Optic,No,Bank Transfer,Yes
23,Male,26,100.57,Month-to-Month,DSL,No,Mailed Check,Yes
30,Female,17,119.88,Month-to-Month,DSL,Yes,Bank Transfer,No
18,Male,62,91.67,One Year,Fiber Optic,No,Electronic Check,Yes
53,Male,7,45.48,Two Year,Fiber Optic,Yes,Mailed Check,No
52,Male,11,77.69,Month-to-Month,DSL,Yes,Mailed Check,No
60,Male,36,96.12,Month-to-Month,DSL,Yes,Mailed Check,No
20,Male,29,27.34,Month-to-Month,DSL,No,Bank Transfer,No
55,Male,64,77.93,Month-to-Month,DSL,No,Credit Card,Yes
23,Male,18,79.09,Month-to-Month,Fiber Optic,Yes,Bank Transfer,Yes
36,Female,6,48.06,Month-to-Month,DSL,Yes,Credit Card,No
25,Female,10,90.29,One Year,Fiber Optic,Yes,Mailed Check,No
71,Male,19,36.68,Month-to-Month,No,No,Credit Card,No
46,Male,25,81.53,Month-to-Month,DSL,No,Bank Transfer,Yes
37,Female,16,61.52,One Year,Fiber Optic,Yes,Mailed Check,No
18,Female,46,24.28,Two Year,DSL,No,Electronic Check,No
67,Female,51,96.73,Month-to-Month,DSL,Yes,Mailed Check,Yes
49,Female,41,112.72,One Year,Fiber Optic,No,Credit Card,Yes
26,Female,21,28.17,Month-to-Month,Fiber Optic,No,Electronic Check,Yes
60,Female,43,45.4,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
23,Female,36,101.19,One Year,DSL,No,Credit Card,Yes
25,Female,7,54.17,One Year,DSL,No,Electronic Check,No
71,Female,64,22.05,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
20,Female,45,82.15,Month-to-Month,Fiber Optic,No,Bank Transfer,Yes
53,Female,68,12.93,Month-to-Month,Fiber Optic,No,Credit Card,Yes
